Title Code,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity,title_en_clean,title_hi_clean,periodicity_tag,detected_lang_en,metaphone_code,soundex_code
APBIL01783,HEALTH TIMES,,110750.0,APBIL/2011/38193,P.S. CHALAM NAIDU,AP,RANGAREDDY,M,health times,,U,en,HL0 TMS,H433
APBIL01812,ARROW TIMES,,122571.0,TELBIL/2012/50016,I. VENKATESH GOUD,AP,RANGAREDDY,M,arrow times,,U,en,AR TMS,A635
APTEL11656,SANATHNAGAR TIMES,,114160.0,APTEL/2012/41603,M. SRINIVAS REDDY,AP,RANGAREDDY,W,sanathnagar times,,U,en,SN0NKR TMS,S535
APTEL07877,CHIKKOLU TIMES,,82958.0,APTEL/2003/10401,CHEMCHALA LAKSHMI,AP,SRIKAKULAM,D,chikkolu times,,U,en,XKL TMS,C243
APTEL14424,THE MONDAY TIMES,,135290.0,APTEL/2015/62735,PICINI CHANDRA MOHAN,AP,SRIKAKULAM,M,monday times,,U,en,MNT TMS,M533
APENG02636,THE FEDERAL TIMES,दी फेडरल टाइम्स,96888.0,APENG/2006/24331,DR. M. KAILASHPATHI,AP,TENALI,D,federal times,द फडरल टइमस,U,en,FTRL TMS,F364
APENG03561,THE TIMES OF INDIA,दि टाइम्स ऑफ़ इंडिया,137069.0,APENG/2015/64514,"BENNETT, COLEMAN & CO.LTD",AP,VIJAYAWADA,D,times of,द टइमस ऑफ़ इडय,U,en,TMS OF,T521
APTEL12143,BEZAVADA TIMES,,115191.0,APTEL/2011/42634,MURALA VENUGOPAL,AP,VIJAYAWADA,M,bezavada times,,U,en,BSFT TMS,B213
APTEL10919,CITIZEN TIMES,सिटीजन टाइम्स,101425.0,APTEL/2009/28868,M.S.R. PATNAIK,AP,VISAKHAPATNAM,D,citizen times,सटजन टइमस,U,en,STSN TMS,C325
APENG03550,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,135334.0,ENG/2012/62779,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D,sunday times of,द सड टइमस ऑफ़ इडय,U,en,SNT TMS OF,S533
APTEL10770,KALINGA TIMES,कलिंग टाइम्स,101426.0,APTEL/2009/28869,KRISHNA MOORTHY PRAYAKA RAO,AP,VISAKHAPATNAM,D,kalinga times,कलग टइमस,U,en,KLNK TMS,K452
APENG03371,VIZAG TIMES OF INDIA,विज़ाग टाइम्स ऑफ़ इंडिया,121780.0,ENG/2012/49225,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D,vizag times of,वज़ग टइमस ऑफ़ इडय,U,en,FSK TMS OF,V223
APENG03408,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,120864.0,ENG/2012/48308,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D,times of,द टइमस ऑफ़ इडय,U,en,TMS OF,T521
APTEL16505,COSTA TIMES,,,,KALLA SUBBA RAO,AP,VISAKHAPATNAM,D,costa times,,U,en,KST TMS,C233
APTEL11408,COSTA TIMES,कोस्टा टाइम्स,106778.0,APTEL/2010/34221,KALLA SUBBA RAO,AP,VISAKHAPATNAM,F,costa times,कसट टइमस,U,en,KST TMS,C233
APTEL08952,PRAJAA TIMES TELUGU PAKSHA PATRIKA,प्रजा टाइम्‍स तेलुगू पक्षा पत्रिका,93154.0,APTEL/2005/20597,M. PADMAJA,AP,VISAKHAPATNAM,F,prajaa times telugu paksha patrika,परज टइमस तलग पकष पतरक,U,en,PRJ TMS TLK PKX PTRK,P623
APBIL00424,SALADI TIMES,,45016.0,45016/ 89,KANAKA RAO SALADI,AP,VISAKHAPATNAM,F,saladi times,,U,en,SLT TMS,S433
APTEL05763,TENDER TIMES,,74556.0,APTEL/1998/01999,APARNA PUBLICATIONS,AP,VISAKHAPATNAM,F,tender times,,U,en,TNTR TMS,T536
APTEL15464,GAJUWAAKA TIMES,,147799.0,APTEL/2018/75244,BANTHIKOLLA SANTHOSHI DEVI,AP,VISAKHAPATNAM,M,gajuwaaka times,,U,en,KJWK TMS,G223
APTEL15428,TEJA TIMES,,146509.0,APTEL/2017/73954,GORLE ESWARA RAO,AP,VISAKHAPATNAM,M,teja times,,U,en,TJ TMS,T235
APTEL14127,MEGA TIMES,,130260.0,APTEL/2014/57705,GEDDAM VENKATA JAGANNADHA RAO,AP,VISAKHAPATNAM,M,mega times,,U,en,MK TMS,M235
APTEL14211,VIBHINNA VARTHA PATRIKA TELUGU TIMES,,139029.0,APTEL/2016/66474,KESANAPALLI VENKATA SHANTHI,AP,VISAKHAPATNAM,M,vibhinna vartha patrika telugu times,,U,en,FBHN FR0 PTRK TLK TMS,V151
APTEL11998,VALTAIR TIMES,,109636.0,APTEL/2011/37079,G. LAKSHMI,AP,VISAKHAPATNAM,M,valtair times,,U,en,FLTR TMS,V436
APTEL12260,GREATER TIMES,,112053.0,APTEL/2011/39496,YALLA APPA RAO,AP,VISAKHAPATNAM,M,greater times,,U,en,KRTR TMS,G636
APTEL14103,ANDHRA TIMES FOR THE PEOPLE,,137016.0,APTEL/2015/64461,BALIDE PADMAVATHI,AP,VISAKHAPATNAM,W,andhra times for people,,U,en,ANTHR TMS FR PPL,A536
APTEL16438,VISAKHA SURYA TIMES,,,,JABADYA NAMALA,AP,VISAKHAPATNAM,W,visakha surya times,,U,en,FSKH SRY TMS,V222
APENG02059,VIZAG TIMES,वाइज़ग टाइम्स,15790.0,15790/ 68,CHAMARTHI RAMAKRISHNA RAO,AP,VISAKHAPATNAM,W,vizag times,वइज़ग टइमस,U,en,FSK TMS,V223
APENG03409,TIMES ASCENT,,120866.0,APENG/2012/48310,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,W,times ascent,,U,en,TMS ASSNT,T522
APTEL07251,VIZIANAGARAM TIMES,,81652.0,APTEL/2002/09095,E. SURESH KUMAR,AP,VIZIANAGARAM,D,vizianagaram times,,U,en,FSNKRM TMS,V252
APTEL16519,GURUJADA TIMES,,,,MAJJI SIVA KUMAR,AP,VIZIANAGARAM,D,gurujada times,,U,en,KRJT TMS,G623
APTEL14562,UPLAND TIMES,उप लैंड टाइम्स,138437.0,APTEL/2015/65882,BANDARU SRINIVASA RAO,AP,WEST GODAVARI,D,upland times,उप लड टइमस,U,en,UPLNT TMS,U145
APTEL05974,ELURU TIMES,,32110.0,32110/ 73,MULAKALA DEVENDRA RAO,AP,WEST GODAVARI,D,eluru times,,U,en,ELR TMS,E463
APTEL14650,DWARAKA TIRUMALA TIMES,द्धारका तिरुमला टाइम्स,137160.0,APTEL/2015/64605,VATTIKUTI V.V.S.SWAMY,AP,WEST GODAVARI,F,dwaraka tirumala times,दधरक तरमल टइमस,U,en,TWRK TRML TMS,D623
APTEL08487,ZILLA TIMES,थ्क्श्र,90957.0,APTEL/2004/18400,NIMMALA VENKATA RAMARAO,AP,WEST GODAVARI,W,zilla times,थकशर,U,en,SL TMS,Z435
APTEL14195,TARANGINI TIMES,,142148.0,APTEL/2015/69593,KETA SATYANARAYANA,AP,WEST GODAVARI,W,tarangini times,,U,en,TRNJN TMS,T652
APTEL01819,PALACOLE TIMES,,37859.0,37859/ 83,PEDDADA HARA GOPALARAJU,AP,WEST GODAVARI,W,palacole times,,U,en,PLKL TMS,P424
APTEL07423,VASISTA TIMES,,80244.0,APTEL/2002/07687,MANTENA LAKSHMI,AP,WEST GODAVERI/ ELURU,D,vasista times,,U,en,FSST TMS,V223
APTEL03848,STATE TIMES,,45078.0,45078/ 90,MULAKALA VISWA GINGADHARAN,AP,WEST GODAVERI/ ELURU,D,state times,,U,en,STT TMS,S333
APTEL05506,TADEPALLIGUDEM TIMES,,68434.0,68434/ 97,KOTA VENKATESWARARAO,AP,WEST GODAVERI/ ELURU,W,tadepalligudem times,,U,en,TTPLKTM TMS,T314
APTEL15724,PRODDATUR TIMES,,,,KONETI NARENDRA BABU,AP,YSR/ KADAPA,M,proddatur times,,U,en,PRTTR TMS,P633
APTEL15830,KADAPA TIMES,,153884.0,APTEL/2021/81329,VADDEYRAJU VIJAY KUMAR,AP,YSR/ KADAPA,M,kadapa times,,U,en,KTP TMS,K313
ARPENG00032,NORTHEAST TIMES,,84466.0,ARPENG/2003/11909,G.L.PUBLICATIONS LTD,ARP,ITANAGAR,D,northeast times,,U,en,NR0ST TMS,N632
ARPENG00058,THE ROING TIMES,दि रोइंग टाइम्स,100074.0,ARPENG/2008/27517,SOCIETY FOR UPLIFTMENT OF ROING (SUR),ARP,LOWER DIBANG VALLEY,W,roing times,द रइग टइमस,U,en,RNK TMS,R523
ARPENG00063,THE ITANAGAR TIMES,दि ईटानगर टाइम्स,106346.0,ARPENG/2010/33789,AJOY YADAV,ARP,PAPUM PARE,W,itanagar times,द ईटनगर टइमस,U,en,ITNKR TMS,I352
ARPENG00041,THE ARUNACHAL TIMES,दि अरूणाचल टाइम्स,40909.0,40909/ 89,ARUNACHAL TIMES PUBLICATIONS PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D,arunachal times,द अरणचल टइमस,U,en,ARNXL TMS,A652
ARPENG00103,SANMARG TIMES,,,,SANMARG PVT LTD,ARP,PAPUM PARE/ ITANAGAR,D,sanmarg times,,U,en,SNMRK TMS,S562
ASSENG00375,THE VOICE TIMES,,143179.0,ASSENG/2013/70624,ALOK DAS,ASS,CACHAR,D,voice times,,U,en,FS TMS,V235
ASSBEN00315,BARAK TIMES,,63046.0,63046/ 95,RAJU SAHA,ASS,CACHAR,F,barak times,,U,en,BRK TMS,B623
ASSBEN00475,THE SILCHAR TIMES,दी सिल्चर टाइम्स,96854.0,ASSBEN/2008/24297,SUNALI NATH,ASS,CACHAR,W,silchar times,द सलचर टइमस,U,en,SLXR TMS,S426
ASSBEN00177,SILCHAR TIMES,,40982.0,40982/ 91,SANAT KUMAR KOIRI,ASS,CACHAR/ SILCHAR,D,silchar times,,U,en,SLXR TMS,S426
ASSBEN00363,CACHAR TIMES,,32769.0,32769/ 77,BIJOY DEBNATH,ASS,CACHAR/ SILCHAR,TWW,cachar times,,U,en,KXR TMS,C263
ASSENG00096,THE NORTH EAST TIMES,,34014.0,34014/ 90,G.L.PUBLICATIONS LTD,ASS,GAUHATI,D,north east times,,U,en,NR0 EST TMS,N632
ASSENG00497,THE HILLS TIMES,,159043.0,ASSENG/2023/86488,RAMESWAR CHAUHAN,ASS,GUWAHATI,D,hills times,,U,en,HLS TMS,H423
ASSURD00005,RABTA TIMES,,130867.0,ASSURD/2014/58312,AYAAN PUBLICATION PVT. LTD.,ASS,GUWAHATI,D,rabta times,,U,en,RBT TMS,R133
ASSENG00331,GAUHATI LAW TIMES,गुआहाटी लॉ टाइम्स,100060.0,ASSENG/2009/27503,MOHAMMAD TAHIR FARIDI,ASS,GUWAHATI,M,gauhati law times,गआहट ल टइमस,U,en,KHT L TMS,G343
ASSENG00380,GOOD TIMES,,125799.0,ASSENG/2012/53244,RAJAT DEORAH,ASS,GUWAHATI,M,good times,,U,en,KT TMS,G335
ASSENG00361,ECLECTIC TIMES,इक्लेक्टिक टाइम्स,107991.0,ASSENG/2010/35434,ECLECTIC PUBLICATIONS PRIVATE LIMITED,ASS,KAMRUP,M,eclectic times,इकलकटक टइमस,U,en,EKLKTK TMS,E242
ASSNEP00021,SAPARIVAR TIMES,सपरिवार टाइम्स,100409.0,ASSNEP/2009/27852,HEMANTA KUMAR SAIKIA,ASS,KAMRUP (GUWAHATI),W,saparivar times,सपरवर टइमस,U,en,SPRFR TMS,S161
ASSENG00177,THE OIL FIELD TIMES,,61943.0,61943/ 95,M/S SANKHA PRESS PVT LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D,oil field times,,U,en,OL FLT TMS,O414
ASSENG00106,THE PRESENT TIMES,,40871.0,40871/ 88,SANKHA PRESS P. LTD,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D,present times,,U,en,PRSNT TMS,P625
ASSENG00169,THE BRAHMAPUTRA TIMES,,53861.0,53861/ 94,JYOTI GOGOI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,F,brahmaputra times,,U,en,BRMPTR TMS,B651
ASSENG00489,ASSAM LAW TIMES,,,,PARTHA PRATIM MEDHI,ASS,KAMRUP METROPOLITAN/ GUWAHATI,M,assam law times,,U,en,ASM L TMS,A254
ASSENG00049,EVENT TIMES,,40870.0,40870/ 88,SRIANGO PRAKASH,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W,event times,,U,en,EFNT TMS,E153
ASSENG00163,THE BODOLAND TIMES,,53839.0,53839/ 93,PHUKAN CHANDRA BORO,ASS,KAMRUP METROPOLITAN/ GUWAHATI,W,bodoland times,,U,en,BTLNT TMS,B345
ASSENG00034,THE DIPHU TIMES,,40979.0,40979/ 91,M/S HILLS ADVERTISING & PUBLICATION DIPHU,ASS,KARBI ANGLONG/ DIPHU,W,diphu times,,U,en,TF TMS,D135
ASSENG00379,THE TIMES OF ASSAM,,119225.0,ASSENG/2012/46668,BHAKTI BRAHMA,ASS,KOKRAJHAR,D,times of assam,,U,en,TMS OF ASM,T521
BIHHIN01702,NAV BIHAR TIMES,नवबिहार टाइम्स,52290.0,52290/ 90,KAMAL KISHORE,BIH,AURANGABAD,D,nav bihar times,नवबहर टइमस,U,en,NF BHR TMS,N116
BIHHIN11720,BEGUSARAI TIMES,,39539.0,39539/ 81,RADHA KRISHAN CHOUDHARY,BIH,BEGUSARAI,D,begusarai times,,U,en,BKSR TMS,B226
BIHURD00832,QUAID E MILLAT TIMES,,152581.0,BIHURD/2020/80026,TASNIM KAUSAR,BIH,BHAGALPUR,D,quaid e millat times,,U,en,KT E MLT TMS,Q354
BIHHIN04264,VIKRAMSHILA TIMES,,30900.0,30900/ 75,NARAYAN PRASAD T.,BIH,BHAGALPUR,F,vikramshila times,,U,en,FKRMXL TMS,V265
BIHHIN00165,ANG TIMES,,30992.0,30992/ 76,RAYAZAT ALI HAIDER,BIH,BHAGALPUR,W,ang times,,U,en,ANK TMS,A523
BIHHIN03764,ARVAN TIMES,,58994.0,58994/ 95,SURYA PRAKASH LAL,BIH,BHAGALPUR,W,arvan times,,U,en,ARFN TMS,A615
BIHHIN00257,BABA TIMES,,44396.0,44396/ 86,SHIVAJI PATHAK,BIH,BHOJPUR,F,baba times,,U,en,BB TMS,B135
BIHURD00691,MALTI TIMES,,114250.0,BIHURD/2012/41693,RAGHUBAR LAL DAS,BIH,DARBHANGA,D,malti times,,U,en,MLT TMS,M433
BIHURD00850,DARBHANGA TIMES,,,,MANSOOR KHUSHTER,BIH,DARBHANGA,D,darbhanga times,,U,en,TRBHNK TMS,D615
BIHHIN04893,TIMES OF MITHILANCHAL,टाइम्स ऑफ़ मिथिलांचल,134006.0,BIHHIN/2009/61451,SANJAY BISWAS,BIH,DARBHANGA,F,times of mithilanchal,टइमस ऑफ़ मथलचल,U,en,TMS OF M0LNXL,T521
BIHMAI00053,VIDYAPATI TIMES,विद्यापति टाइम्‍स,90247.0,BIHMAI/2005/17690,VINOD KUMAR,BIH,DARBHANGA,F,vidyapati times,वदयपत टइमस,U,en,FTYPT TMS,V313
BIHHIN02702,UGNA TIMES,,44392.0,44392/ 87,LALIT KUMAR SUMAN,BIH,DARBHANGA,M,ugna times,,U,en,UKN TMS,U253
BIHHIN03138,SUBODH TIMES,,52276.0,52276/ 89,,BIH,GAYA,D,subodh times,,U,en,SBTH TMS,S133
BIHHIN01366,LAXMAN TIMES,,52398.0,52398/ 91,,BIH,GAYA,W,laxman times,,U,en,LKSMN TMS,L255
BIHHIN03922,VISHWA VIPLAV TIMES,,67744.0,67744/ 97,ADITYA KUMAR,BIH,KATIHAR,F,vishwa viplav times,,U,en,FXW FPLF TMS,V211
BIHHIN01204,KATIHAR TIMES,,33291.0,33291/ 78,BASUDEO PRASAD,BIH,KATIHAR,F,katihar times,,U,en,KTHR TMS,K363
BIHHIN11693,FARKIYA TIMES,,23659.0,23659/ 72,DINESH KUMER DEO,BIH,KHAGARIA,W,farkiya times,,U,en,FRKY TMS,F623
BIHHIN04923,SURJAPUR TIMES,सुरजापुर टाइम्स,102926.0,BIHHIN/2009/30369,TARACHAND DHANUKA,BIH,KISHANGANJ,W,surjapur times,सरजपर टइमस,U,en,SRJPR TMS,S621
BIHHIN04289,LAKHISARAI TIMES,लखीसराय टाइम्स,72817.0,BIHHIN/1999/00260,LAXMI PRASAD SINGH,BIH,LAKHISARAI,W,lakhisarai times,लखसरय टइमस,U,en,LKHSR TMS,L226
BIHHIN04177,MONGHYR TIMES,,26158.0,26158/ 73,JAGDISH KUMAR,BIH,MUNGER,M,monghyr times,,U,en,MNR TMS,M526
BIHBIH00007,DOLI TIMES,,44484.0,44484/ 88,RAMA SHANKAR CHAUDHARY,BIH,MUZAFARPUR,W,doli times,,U,en,TL TMS,D435
BIHHIN02651,TIRHUT TIMES,,44227.0,44227/ 85,CHANDER MOHAN SAHEY,BIH,MUZAFFARPUR,D,tirhut times,,U,en,TRHT TMS,T633
BIHHIN11759,YODHA TIMES,,61376.0,61376/ 93,ARUNKUMAR,BIH,MUZAFFARPUR,D,yodha times,,U,en,YTH TMS,Y335
BIHHIN01601,MONA TIMES,,39744.0,39744/ 84,SURINDER PRASAD,BIH,MUZAFFARPUR,D,mona times,,U,en,MN TMS,M535
BIHHIN00907,HAJIPUR TIMES,,33356.0,33356/ 79,JEETU PASWAN,BIH,MUZAFFARPUR,D,hajipur times,,U,en,HJPR TMS,H216
BIHHIN11744,ANIWESH TIMES,अनिवेष टाइम्स,141197.0,BIHHIN/2016/68642,ANIWESH KUMAR,BIH,MUZAFFARPUR,D,aniwesh times,अनवष टइमस,U,en,ANWX TMS,A523
BIHURD00718,HAKIKAT TIMES,,122640.0,BIHURD/2013/50085,SYED NAIYAR ALI WARSI,BIH,MUZAFFARPUR,D,hakikat times,,U,en,HKKT TMS,H223
BIHBIL00211,AL-HIND TIMES,,58983.0,58983/ 94,M JAVED HASAN,BIH,MUZAFFARPUR,M,alhind times,,U,en,ALHNT TMS,A453
BIHHIN05061,CHARAIVETI TIMES,,113977.0,BIHHIN/2012/41420,ANJANA DEVI,BIH,MUZAFFARPUR,M,charaiveti times,,U,en,XRFT TMS,C613
BIHHIN02366,SANDEEP TIMES,संदीप टाइम्स,58977.0,58977/ 93,NAND KISHORE SRIVASTAVA,BIH,MUZAFFARPUR,W,sandeep times,सदप टइमस,U,en,SNTP TMS,S531
BIHHIN03653,YASHODA TIMES,,58968.0,58968/ 94,AJAY KUMAR,BIH,MUZAFFARPUR,W,yashoda times,,U,en,YXT TMS,Y233
BIHHIN00131,AMBER TIMES,,58986.0,58986/ 93,PARAS NATH PRASAD,BIH,MUZAFFARPUR,W,amber times,,U,en,AMBR TMS,A516
BIHHIN03884,GLOBAL TENDER TIMES,,65838.0,65838/ 97,M.J.HASAN,BIH,MUZAFFARPUR,W,global tender times,,U,en,KLBL TNTR TMS,G414
BIHHIN04132,HIMASIA TIMES,,26163.0,26163/ 74,JYOTI NARAYAN BHARATI,BIH,MUZAFFARPUR,W,himasia times,,U,en,HMX TMS,H523
BIHHIN11758,ABHIKA TIMES,,58978.0,58978/ 93,NOT GIVEN,BIH,MUZAFFARPUR,W,abhika times,,U,en,ABHK TMS,A123
BIHHIN04121,GOPI TIMES,गोपी टाइम्स,44339.0,44339/ 85,RAM LAL AGARWAL,BIH,MUZZAFARPUR,D,gopi times,गप टइमस,U,en,KP TMS,G135
BIHHIN00592,CHITRA GUPTA TIMES,,39693.0,39693/ 83,BIKAU MAHTO,BIH,MUZZAFFARPUR,D,chitra gupta times,,U,en,XTR KPT TMS,C362
BIHHIN04171,MEHTA TIMES,,39738.0,39738/ 84,TRIBHUWAN MEHTA,BIH,MUZZAFFARPUR,D,mehta times,,U,en,MT TMS,M335
BIHURD00833,AL WATAN TIMES,अल वतन टाइम्स,151156.0,BIHURD/2019/78601,MOHAMMAD IQBAL SABA,BIH,NALANDA,D,al watan times,अल वतन टइमस,U,en,AL WTN TMS,A435
BIHHIN01893,PAVAPURI TIMES,,52307.0,52307/ 90,BHOLA PRASAD PAHARI.,BIH,NALANDA,W,pavapuri times,,U,en,PFPR TMS,P116
BIHURD00744,SAFA TIMES,सफा टाईम्स,129510.0,BIHURD/2014/56955,HABIBUR REHMAN,BIH,PASCHIM CHAMPARAN,D,safa times,सफ टईमस,U,en,SF TMS,S135
BIHHIN04075,BETTIAH TIMES,,38797.0,38797/ 81,AFZAL QADRI & PARVEZ AKHTAR,BIH,PASHCHIM CHAMPARAN,M,bettiah times,,U,en,BX TMS,B335
BIHHIN11856,NABHAS TIMES,,,,ABHISHEK KUMAR DWIVEDI,BIH,PASHCHIM CHAMPARAN,M,nabhas times,,U,en,NBHS TMS,N123
BIHHIN05253,KAYAM TIMES,कायम टाईम्स,129366.0,BIHHIN/2014/56811,MD QAYAM UDDIN,BIH,PATNA,D,kayam times,कयम टईमस,U,en,KYM TMS,K535
BIHHIN05287,LOKTANTRA TIMES,लोकतंत्र टाइम्स,133147.0,BIHHIN/2014/60592,MD. KHALID ANWAR,BIH,PATNA,D,loktantra times,लकततर टइमस,U,en,LKTNTR TMS,L235
BIHHIN02465,SHELENDRA VANI TIMES,,49140.0,49140/ 89,SHAILENDRA KUMAR,BIH,PATNA,D,shelendra vani times,,U,en,XLNTR FN TMS,S453
BIHURD00816,RAJHAT TIMES,रजहत टाईम्स,143195.0,BIHURD/2017/70640,KHURSHIDA PERVEEN,BIH,PATNA,D,rajhat times,रजहत टईमस,U,en,RJHT TMS,R233
BIHHIN01031,JAN SAMOOH TIMES,,52310.0,52310/ 90,OM PRAKASH DEEP,BIH,PATNA,D,jan samooh times,,U,en,JN SM TMS,J525
BIHHIN02110,RAVI BHUSHAN TIMES,,48976.0,48976/ 89,NATH SINGH,BIH,PATNA,D,ravi bhushan times,,U,en,RF BHXN TMS,R112
BIHBIL02446,DUMRA TIMES,,,,IMTEYAZ ALI KHAN,BIH,PATNA,D,dumra times,,U,en,TMR TMS,D563
BIHURD00754,QURRAH TIMES,कुर्रह टाइम्स,132303.0,BIHURD/2014/59748,SABITA SINGH,BIH,PATNA,D,qurrah times,कररह टइमस,U,en,KR TMS,Q635
BIHURD00796,LATIF TIMES,लतीफ़ टाईम्स,140873.0,BIHURD/2016/68318,SABRA KHATOON,BIH,PATNA,D,latif times,लतफ़ टईमस,U,en,LTF TMS,L313
BIHHIN00736,D'SUZA TIMES,,52308.0,52308/ 88,M.R. D'SOUZA,BIH,PATNA,D,dsuza times,,U,en,TSS TMS,D223
BIHHIN01876,PATLIPUTRA TIMES,,39504.0,39504/ 82,NEERAJ NEWSPAPERS ASSOCIATION PVT LTD,BIH,PATNA,D,patliputra times,,U,en,PTLPTR TMS,P341
BIHENG00569,PATNA TIMES OF INDIA,पटना टाइम्स ऑफ़ इंडिया,78791.0,BIHENG/2002/06234,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D,patna times of,पटन टइमस ऑफ़ इडय,U,en,PTN TMS OF,P353
BIHHIN01017,JAGRITI TIMES,जागृति टाइम्‍स,44293.0,44293/ 85,SANJAY KUMAR SINGH,BIH,PATNA,D,jagriti times,जगत टइमस,U,en,JKRT TMS,J263
BIHENG00532,HINDUSTAN TIMES,हिंदुस्तान टाइम्स,44352.0,44352/ 86,HT MEDIA LTD,BIH,PATNA,D,hindustan times,हदसतन टइमस,U,en,HNTSTN TMS,H532
BIHENG00637,THE ECONOMIC TIMES,द इकनोमिक टाइम्स,129424.0,BIHENG/2014/56869,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D,economic times,द इकनमक टइमस,U,en,EKNMK TMS,E255
BIHHIN04863,NAVBHARAT TIMES,,44373.0,44373/ 86,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D,navbharat times,,U,en,NFBHRT TMS,N163
BIHENG00161,THE LABOUR TIMES,,13091.0,13091/ 66,DHIRENDRA NATH VERMA,BIH,PATNA,F,labour times,,U,en,LBR TMS,L163
BIHENG00393,UNIVERSITY TIMES,,4233.0,4233/ 63,DHIRENDRA NATH VERMA,BIH,PATNA,F,university times,,U,en,UNFRST TMS,U516
BIHHIN03495,KAPURI TIMES,,52474.0,52474/ 92,SADANAND PARSHAD,BIH,PATNA,F,kapuri times,,U,en,KPR TMS,K163
BIHHIN04282,ASIAN TIMES,,72587.0,BIHHIN/1999/00030,JEBA TASLIM,BIH,PATNA,F,asian times,,U,en,AXN TMS,A253
BIHBIL00328,HEALTH & ENVIRONMENT TIMES,,111475.0,BIHBIL/2011/38918,RAJESH KUMAR SINHA,BIH,PATNA,M,health environment times,,U,en,HL0 ENFRNMNT TMS,H435
BIHHIN05152,SUNAMI TIMES,,124896.0,BIHHIN/2013/52341,SEEMA DEVI,BIH,PATNA,M,sunami times,,U,en,SNM TMS,S553
BIHBIL00332,THE MEDIA TIMES,,115638.0,BIHBIL/2012/43081,ANITA JHA,BIH,PATNA,M,media times,,U,en,MT TMS,M335
BIHHIN11735,JAN PRAHARI TIMES,जन प्रहरी टाइम्स,142115.0,BIHHIN/2016/69560,SHYAM NATH SINGH,BIH,PATNA,M,jan prahari times,जन परहर टइमस,U,en,JN PRHR TMS,J516
BIHHIN05003,GHATNA CHAKRA TIMES,,116748.0,BIHHIN/2012/44191,SHASHI KIRAN,BIH,PATNA,M,ghatna chakra times,,U,en,KHTN XKR TMS,G352
BIHHIN05219,TIMES TO TIMES,टाइम्स टू टाइम्स,137378.0,BIHHIN/2015/64823,MANOJ KUMAR,BIH,PATNA,M,times to times,टइमस ट टइमस,U,en,TMS T TMS,T523
BIHBIL00319,KEWAL SACH TIMES,,121807.0,BIHBIL/2011/49252,BRAJESH MISHRA,BIH,PATNA,M,kewal sach times,,U,en,KWL SX TMS,K422
BIHENG00575,SUNDAY HINDUSTAN TIMES,संडे हिंदुस्तान टाइम्स,79914.0,BIHENG/2002/7357,HT MEDIA LTD,BIH,PATNA,W,sunday hindustan times,सड हदसतन टइमस,U,en,SNT HNTSTN TMS,S535
BIHENG00638,THE ECONOMIC TIMES MAGAZINE,द इकनोमिक टाइम्स मैगजीन,129453.0,UR,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W,economic times magazine,द इकनमक टइमस मगजन,U,en,EKNMK TMS MKSN,E255
BIHHIN00188,ANURADHA TIMES,,49029.0,49029/ 89,VINOD PRASAD SINGH,BIH,PATNA,W,anuradha times,,U,en,ANRTH TMS,A563
BIHHIN01887,PATNA TIMES,,12320.0,12320/ 66,PATNA TIMES PUBLICATION (P) LTD.,BIH,PATNA,W,patna times,,U,en,PTN TMS,P353
BIHHIN01425,MADHUYOG TIMES,,52294.0,52294/ 89,SHRI YOGENDRA SHAH,BIH,PATNA,W,madhuyog times,,U,en,MTHYK TMS,M323
BIHENG00642,THE ECONOMIC TIMES ON SATURDAY,द इकनोमिक टाइम्स ओन सैटरडे,129190.0,BIHENG/2014/56635,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,W,economic times on saturday,द इकनमक टइमस ओन सटरड,U,en,EKNMK TMS ON STRT,E255
BIHURD00394,SECULAR TIMES,सेक्युलर टाइम्स,44381.0,44381/ 86,MOHD REHAN,BIH,PATNA,W,secular times,सकयलर टइमस,U,en,SKLR TMS,S246
BIHHIN02665,TRILOK TIMES,,52403.0,52403/ 89,SHASHI KANT,BIH,PATNA,W,trilok times,,U,en,TRLK TMS,T642
BIHHIN02671,THRISHNA TIMES,,52425.0,52425/ 89,DEEPA GUPTA,BIH,PATNA,W,thrishna times,,U,en,0RXN TMS,T625
BIHHIN04106,DAVANTI TIMES,,49114.0,49114/ 89,SARITA KUMARI,BIH,PATNA,W,davanti times,,U,en,TFNT TMS,D153
